title,description,content,url,publishedat,sourcename,country
Updated IPL 2026 Points Table: KKR Gain Two Spots After Super Over Win Against LSG,"After LSG walked with them toe-to-toe in regulation time, KKR found a familiar saviour in Sunil Narine to register a tight Super Over victory in their IPL match.","After Lucknow Super Giants walked with them toe-to-toe in regulation time, Kolkata Knight Riders found a familiar saviour in Sunil Narine to register a tight Super Over victory in their IPL match in Lucknow on Sunday. Both Super Giants and Knight Rid... [4227 chars]",https://sports.ndtv.com/ipl-2026/updated-ipl-2026-points-table-kkr-gain-two-spots-after-super-over-win-against-lsg-11412902,2026-04-26T18:52:26Z,NDTV Sports,India
IPL 2026: Sunil Narine magic and Rinku Singh firepower seal Super Over heist for KKR,Cricket News: Kolkata Knight Riders pulled off a nerve-shredding Super Over win against Lucknow Super Giants after both teams finished tied on 155 in regulation tim.,"Sunil Narine and Rinku Singh (Agency Image)
Kolkata Knight Riders pulled off a nerve-shredding Super Over win against Lucknow Super Giants after both teams finished tied on 155 in regulation time at Lucknow on Sunday. The contest swung wildly across ... [2935 chars]",https://timesofindia.indiatimes.com/sports/cricket/ipl/ipl-2026/ipl-2026-sunil-narine-magic-and-rinku-singh-firepower-seal-super-over-heist-for-kkr/articleshow/130538590.cms,2026-04-26T18:52:00Z,The Times of India,India
Apple's iPhone Fold: Anticipated Features and Launch Details,"Apple is set to make its mark in the foldable market with the upcoming iPhone Fold, boasting innovative features and premium pricing.","Apple is expected to unveil its first foldable smartphone, tentatively named the iPhone Fold, later this year. This new device marks a significant shift for the company, which has adhered to a traditional smartphone design for years. Speculation sugg... [3029 chars]",https://www.indianewsnetwork.com/en/apple-iphone-fold-anticipated-features-launch-details-20260427,2026-04-26T18:38:54Z,India News Network,India
"Sai Pallavi says she feels ‘nervous’ ahead of her Hindi film debut with Ek Din, thanks Aamir Khan: ‘I had a great time’",Sai Pallavi stars alongside Junaid Khan in the romantic drama Ek Din. The film has been produced by Aamir Khan. | Bollywood,"She added, “You guys were unbelievable, every single person, you're all such beautiful narrators, I could see your emotions, I could see the visuals in front of me. It was absolutely beautiful. Thank you so much for whatever has led you all the way h... [611 chars]",https://www.hindustantimes.com/entertainment/bollywood/sai-pallavi-says-she-is-nervous-ahead-of-her-hindi-film-debut-with-ek-din-thanks-aamir-khan-101777226609732.html,2026-04-26T18:32:23Z,Hindustan Times,India
"Highlighting their differences, old-new partners Bennett and Lapid try to oust Netanyahu again","Bennett exudes confidence in a 'giant' election victory, Lapid is only slightly more circumspect, as they announce an alliance that makes sense for them both and kicks off a crucial campaign","Launching their “Together” election alliance on Sunday night, Naftali Bennett and Yair Lapid unsurprisingly both highlighted the key shared positions that Bennett asserted will guarantee them a “giant victory” over Prime Minister Benjamin Netanyahu i... [5252 chars]",https://www.timesofisrael.com/highlighting-their-differences-old-new-partners-bennett-and-lapid-try-again-to-oust-netanyahu/,2026-04-26T20:04:30Z,The Times of Israel,USA
An explosive device kills 13 and injures 38 on a bus in southwestern Colombia as violence persists,"An explosive device killed 13 people traveling on a bus in southwestern Colombia on Saturday, an attack the country’s army chief described as a “terrorist act” that also left at least 38 injured as violence linked to drug trafficking in the region escalates","An explosive device killed 13 people traveling on a bus in southwestern Colombia on Saturday, an attack the country’s army chief described as a “terrorist act” that also left at least 38 injured as violence linked to drug trafficking in the region es... [3022 chars]",https://www.nbcnews.com/world/south-america/explosive-device-kills-13-southwestern-columbia-rcna342199,2026-04-26T20:04:24Z,NBC News,USA
5 injured in shooting near Indiana University following Little 500 races,Police said the shooting occurred after a fight outside Five Guys. The victims were women between the ages of 17 to 22 years old.,"Five women were injured overnight Sunday in a shooting near Indiana University following its annual Little 500 races which brings about alums and large crowds of spectators.
Bloomington Police Chief Mike Diekhoff said patrol officers who were monitor... [1964 chars]",https://www.cbsnews.com/news/little-500-shooting-indiana-university-five-guys/,2026-04-26T20:04:00Z,CBS News,USA
Forced Windows updates can now be paused forever,"You can now continually put a pause Windows 11 updates, 35 days at a time.","No more getting caught by a forced Windows 11 update while you're in the middle of a meeting or a match. Microsoft announced some major changes coming to Windows Update on its blog, including the ability to indefinitely pause Windows updates, 35 days... [685 chars]",https://www.engadget.com/computing/forced-windows-updates-can-now-be-paused-forever-200338487.html,2026-04-26T20:03:39Z,Engadget,USA
2026 NFL Draft Grades: Analyzing All 32 Teams' Classes,"Every NFL team just added several players to their rosters, but who really got better? Rob Rang provides his post-draft grade for each club.","Grading a draft immediately after it concludes is akin to giving your compliments to the chef before the meal has been served. Sure, the food might sound good (or bad) based on the ingredients listed on the menu, but the true evaluation won't come un... [33416 chars]",https://www.foxsports.com/stories/nfl/2026-nfl-draft-grades-analyzing-all-32-teams-classes,2026-04-26T20:01:16Z,FOX Sports,USA
"Quarterback landing spots, 2026 NFL draft class rankings & Diego Pavia UDFA watch","The Raiders lead my too early (and too quick) ranking of draft classes, plus Diego Pavia among undrafted prospects to watch","It’s over. Already.
After three days, a record-setting 805,000 fans in attendance and 257 picks, the 2026 NFL Draft class is settled.
A few teams did better than others. Everyone did better than the Jaguars.
As we wait for Dane Brugler’s 32-team rank... [5078 chars]",https://www.nytimes.com/athletic/7232661/2026/04/26/quarterback-landing-spots-nfl-draft-class-rankings-diego-pavia-udfa/,2026-04-26T19:23:50Z,The New York Times,USA
Malian defense minister killed in attack as jihadi and rebel forces seized towns and military bases,"Mali's defense minister was killed in a sweeping attack by jihadis and rebels who seized several towns and military bases, authorities said Sunday.","DAKAR, Senegal (AP) — Mali's defense minister was killed in a sweeping attack by jihadis and rebels who seized several towns and military bases, authorities said Sunday, the latest violence in the junta-run country that has long battled militants lin... [5275 chars]",https://www.pbs.org/newshour/world/malian-defense-minister-killed-in-attack-as-jihadi-and-rebel-forces-seized-towns-and-military-bases,2026-04-26T19:14:37Z,PBS,USA
"Who is Cole Allen, suspected White House Correspondents' dinner shooter? : NPR",The 31-year-old teacher and engineer from California sent an alleged message to family members saying that he wanted to target administration officials.,"Cole Allen, a 31-year old teacher and engineer from Torrance, California, has been identified as the man suspected of opening fire at the White House Correspondents' Dinner Saturday night, two sources familiar with the matter told NPR. The sources sp... [2586 chars]",https://www.npr.org/2026/04/26/g-s1-118826/cole-allen-suspected-white-house-correspondents-dinner-shooter-profile,2026-04-26T19:05:06Z,NPR,USA
Iran war: Live updates,"Iran President Masoud Pezeshkian said his country won’t negotiate while the United States imposes a blockade on its ports, according to Iranian media.","By the Associated Press
Pakistan’s foreign minister, Ishaq Dar, said late Sunday that the government has lifted all restrictions around the high-security zone in the capital of Islamabad.
Iranian and U.S. delegations held rare face-to-face talks ther... [13867 chars]",https://www.bostonglobe.com/2026/04/26/nation/us-iran-war-updates/,2026-04-26T18:58:26Z,The Boston Globe,USA
New IRA ‘behind car bomb explosion outside Northern Irish police station’,"‘Shameless and cowardly attack’ in residential area on outskirts of Belfast was intended to kill officers, say police","The New IRA is suspected to be behind a car bomb explosion outside a Northern Ireland police station, police have said.
A gas cylinder was detonated in the boot of a delivery vehicle after it was hijacked late on Saturday, according to police. They d... [3530 chars]",https://www.telegraph.co.uk/news/2026/04/26/car-bomb-police-station-dunmurry-northern-ireland/,2026-04-26T20:03:00Z,The Telegraph,UK
"‘I thought I’d win £32,000… not £1 MILLION’ Q&A with retired IT Analyst who scoops top prize on Who Wants To Be A Millionaire? after 20 years of trying",Retired IT Analyst scoops top prize on Who Wants To Be A Millionaire? after 20 years of trying,"ROMAN DUBOWSKI – Q&A
TOP LINES
“I never thought I’d win £1 million” - retired IT Analyst becomes one of Millionaire’s rare winners
Third time lucky: contestant finally makes hot seat after 20 years of trying and wins £1 million
“I was thinking a five... [7316 chars]",https://www.itv.com/presscentre/media-releases/i-thought-id-win-ps32000-not-ps1-million-qa-retired-it-analyst-who-scoops-top-prize,2026-04-26T19:59:34Z,ITVX,UK
Roman Dubowski becomes only 7th person to win £1m in Who Wants To Be A Millionaire? history,Who Wants To Be A Millionaire? winner Roman Dubowski has revealed how he took home the huge prize and how he'll spend the money,"Who Wants To Be A Millionaire? winner Roman Dubowski has revealed how he took home the huge prize and how he'll spend the money
Roman Dubowski was the coolest man in the ITV studio - as he became the seventh winner of £1million on Who Wants To Be A M... [9470 chars]",https://www.mirror.co.uk/tv/tv-news/roman-dubowski-becomes-only-7th-37071140,2026-04-26T19:56:00Z,mirror.co.uk,UK
"UK faces higher prices for eight months after war in Iran ends, says minister","Darren Jones suggests cost of energy, food and flights will remain high after de-escalation and Hormuz strait reopens","The UK faces higher prices for food and fuel for at least eight months after the war in Iran ends, a minister has said.
The closure of the strait of Hormuz, a key shipping lane that carries a fifth of global oil and gas, has sent oil prices soaring s... [2604 chars]",https://www.theguardian.com/money/2026/apr/26/uk-faces-higher-pricesafter-war-iran-ends-darren-jones,2026-04-26T19:27:00Z,The Guardian,UK
Southport dad fighting for life 'just wants more time' with his three sons,The family are running out of options and need funding to give Leon a chance of having more time with his three sons,"The family are running out of options and need funding to give Leon a chance of having more time with his three sons
A family has gone from planning their future together to fighting for more time. Leon Skapars, 35, has been told he has no more than ... [4847 chars]",https://www.liverpoolecho.co.uk/news/liverpool-news/southport-dad-fighting-life-just-33840147,2026-04-26T19:21:00Z,Liverpool Echo,UK
"Hibernian 1, Hearts 2: Instant reaction to the burning issues",Hearts came from behind to beat Hibernian at Easter Road this afternoon and surge three clear of Celtic in the Premiership with four matches left.,"Derek McInnes’s team fell behind to an early Martin Boyle effort – but David Gray’s side were reduced to nine men after goalkeeper Raphael Sallinger was sent off and then Felix Passlack was red carded.
A Warren O’Hora own goal drew Hearts level in th... [5940 chars]",https://www.heraldscotland.com/sport/26054278.hibernian-1-hearts-2-instant-reaction-burning-issues/,2026-04-26T19:18:08Z,The Herald,UK
McFarlane delighted Chelsea stopped the rot by beating Leeds in FA Cup semi-final,Chelsea’s interim manager Calum McFarlane admitted they had to ‘break the momentum’ of five straight Premier League defeats without scoring as they held off Leeds to reach the FA Cup final,"Chelsea’s interim manager Calum McFarlane admitted they had to “break the momentum” of five straight Premier League defeats without scoring as they held off Leeds to reach the FA Cup final.
A header in the first half from Enzo Fernández proved decisi... [1710 chars]",https://www.theguardian.com/football/2026/apr/26/mcfarlane-chelsea-leeds-fa-cup-semi-final-farke,2026-04-26T19:18:00Z,The Guardian,UK
Viral browser app forces you to stop scrolling with a giant cat you can’t remove,A viral browser extension called Cat Gatekeeper forces users to stop scrolling by sending a giant cat overlay onto their screen.,"A new browser extension designed to force users off social media has gone viral by sending a giant cat onto their screen when they scroll for too long.
Cat Gatekeeper is a Chrome extension from developer ZOKUZOKU that works like a digital break timer... [1853 chars]",https://www.dexerto.com/entertainment/viral-browser-app-forces-you-to-stop-scrolling-with-a-giant-cat-you-cant-remove-3356843/,2026-04-26T19:14:26Z,Dexerto,UK
Will doubters believe in Hearts' title chances now?,"Some have waited all season for Hearts to falter. Plenty thought it might be at Easter Road. But Derek McInnes' side are still going, writes Tom English.","One by one, the maroon waves started washing towards the away end at Easter Road.
In victory - late and glorious and possibly historic - Lawrence Shankland ran towards the Hearts fans and punched the air, an afternoon of frustration and relief pourin... [4807 chars]",https://www.bbc.co.uk/sport/football/articles/cnv8vm0eqgjo,2026-04-26T19:02:10Z,BBC,UK
Bowen Mountain family was due to move interstate the day two children killed in house fire,Six kids and their dad were inside the home when fire broke out but only five of them escaped.,"A NSW family was due to move interstate the day their home was engulfed in flames, resulting in the deaths of two children.
Emergency services were called to Lieutenant Bowen Rd at Bowen Mountain, on the outskirts of the Blue Mountains, just after 2a... [2353 chars]",https://7news.com.au/news/two-children-missing-after-house-fire-on-outskirts-of-blue-mountains-c-22196081,2026-04-26T20:09:00Z,7NEWS,Australia
‘It’s no secret’: Why Dogs can only blame themselves; tough career truth facing Bellamy,‘It’s no secret’: Why Dogs can only blame themselves; career truth facing Bellamy,"The Bulldogs are struggling for cohesion and only have themselves to blame, while Craig Bellamy is facing the biggest test of his Storm coaching career.
Watch every game of every round of the Premiership Season LIVE with no ad-breaks during play on F... [23306 chars]",https://www.foxsports.com.au/nrl/nrl-premiership/nrl-2026-talking-points-from-round-8-analysis-bulldogs-undone-by-their-own-meddling-craig-bellamys-toughest-test-of-storm-career-latest-news/news-story/355db16cf32f484b8d0ac91d2515472e,2026-04-26T20:04:39Z,Fox Sports,Australia
"Today's NYT Connections Hints, Answers for April 27 #1051","Here's today's Connections answer and hints for groups. These clues will help you solve New York Times' popular puzzle game, Connections, every day!","Looking for the most recent Connections answers? Click here for today's Connections hints, as well as our daily answers and hints for The New York Times Mini Crossword, Wordle, Connections: Sports Edition and Strands puzzles.
Today's NYT Connections ... [1926 chars]",https://www.cnet.com/tech/gaming/todays-nyt-connections-hints-answers-and-help-for-april-27-1051/,2026-04-26T20:01:00Z,CNET,Australia
"Illuminate Adelaide returns this winter with giant games, glowing trails and its biggest program yet","Illuminate Adelaide is back this July, transforming the city with more than 100 events, installations, performances and immersive experiences.","Share
Tweet
Share
Share
Email
Pictured: City Lights Piano Walk by Amigo & Amigo
A favourite winter event is making a grand return this July, as Illuminate Adelaide is back to light up the city from July 1st to 19th with its biggest and boldest progra... [3337 chars]",https://glamadelaide.com.au/illuminate-adelaide-returns-this-winter-with-giant-games-glowing-trails-and-its-biggest-program-yet/,2026-04-26T19:34:54Z,Glam Adelaide,Australia
Donald Trump says Washington shooter's 'manifesto' shows he is a 'sick guy',"Several US media outlets are reporting on the existence of the manifesto, which reportedly states the shooter wanted to target administration officials and was sent to the suspect's family members just before the attack.","US President Donald Trump says a ""manifesto"" apparently written by the shooter at the White House correspondents' dinner reveals he is a ""sick guy"".
Several US media outlets have reported on the existence of the manifesto, which reportedly states the... [3797 chars]",https://www.abc.net.au/news/2026-04-27/donald-trump-white-house-correspondents-dinner-shooter-manifesto/106609766,2026-04-26T19:10:17Z,Australian Broadcasting Corporation,Australia
Melbourne luxury fashion doyenne’s unique home hits the market,The property listing for Georgina Weir’s rural home provides a glimpse into the life and style of the late high priestess of fashion.,"April 27, 2026 — 5:00am
You have reached your maximum number of saved items.
Remove items from your saved list to add more.
Save this article for later
Add articles to your saved list and come back to them anytime.
The picturesque rural home of Melbo... [5598 chars]",https://www.theage.com.au/national/victoria/melbourne-luxury-fashion-doyenne-s-unique-home-hits-the-market-20260426-p5zr4d.html,2026-04-26T19:00:00Z,The Age,Australia
Group secures flight tickets to Australia,"The group, which includes four women and nine children, are all Australian citizens who left al-Roj camp in north-eastern Syria on Saturday.","April 27, 2026 — 5:00am
You have reached your maximum number of saved items.
Remove items from your saved list to add more.
Save this article for later
Add articles to your saved list and come back to them anytime.
A group of women and children linke... [5280 chars]",https://www.smh.com.au/national/nsw/ticket-to-ride-australian-is-brides-secure-flights-home-20260426-p5zr5n.html,2026-04-26T19:00:00Z,SMH.com.au,Australia
Now is not the time for supermarkets to cash in on inflation,Rising food prices are generally good news for supermarket profits. But there are good reasons why the two giants should absorb some of the food inflation.,"Advertisement
Opinion
Coles and Woolies need to eat some of the food price rise pain
Clancy YeatesDeputy business editor
April 27, 2026 — 5:00am
April 27, 2026 — 5:00am
You have reached your maximum number of saved items.
Remove items from your saved... [6527 chars]",https://www.theage.com.au/business/companies/supermarket-giants-should-absorb-some-of-the-food-inflation-hit-20260423-p5zqm2.html,2026-04-26T19:00:00Z,The Age,Australia
Group secures flight tickets to Australia,"The group, which includes four women and nine children, are all Australian citizens who left al-Roj camp in north-eastern Syria on Saturday.","April 27, 2026 — 5:00am
You have reached your maximum number of saved items.
Remove items from your saved list to add more.
Save this article for later
Add articles to your saved list and come back to them anytime.
A group of women and children linke... [5280 chars]",https://www.theage.com.au/national/nsw/ticket-to-ride-australian-is-brides-secure-flights-home-20260426-p5zr5n.html,2026-04-26T19:00:00Z,The Age,Australia
